chapter,rank_in_chapter,hts8,api_hts_number,country_code,entry_date,example_payload
28,20,28051200,2805.12.00,JP,2026-01-15,"{""htsNumber"":""2805.12.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
28,20,28051200,2805.12.00,RU,2026-01-15,"{""htsNumber"":""2805.12.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,1,29011010,2901.10.10,CN,2026-01-15,"{""htsNumber"":""2901.10.10"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,1,29011010,2901.10.10,CA,2026-01-15,"{""htsNumber"":""2901.10.10"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,1,29011010,2901.10.10,EU,2026-01-15,"{""htsNumber"":""2901.10.10"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,1,29011010,2901.10.10,JP,2026-01-15,"{""htsNumber"":""2901.10.10"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,1,29011010,2901.10.10,RU,2026-01-15,"{""htsNumber"":""2901.10.10"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,2,29011030,2901.10.30,CN,2026-01-15,"{""htsNumber"":""2901.10.30"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,2,29011030,2901.10.30,CA,2026-01-15,"{""htsNumber"":""2901.10.30"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,2,29011030,2901.10.30,EU,2026-01-15,"{""htsNumber"":""2901.10.30"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,2,29011030,2901.10.30,JP,2026-01-15,"{""htsNumber"":""2901.10.30"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,2,29011030,2901.10.30,RU,2026-01-15,"{""htsNumber"":""2901.10.30"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,3,29011040,2901.10.40,CN,2026-01-15,"{""htsNumber"":""2901.10.40"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,3,29011040,2901.10.40,CA,2026-01-15,"{""htsNumber"":""2901.10.40"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,3,29011040,2901.10.40,EU,2026-01-15,"{""htsNumber"":""2901.10.40"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,3,29011040,2901.10.40,JP,2026-01-15,"{""htsNumber"":""2901.10.40"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,3,29011040,2901.10.40,RU,2026-01-15,"{""htsNumber"":""2901.10.40"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,4,29011050,2901.10.50,CN,2026-01-15,"{""htsNumber"":""2901.10.50"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,4,29011050,2901.10.50,CA,2026-01-15,"{""htsNumber"":""2901.10.50"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,4,29011050,2901.10.50,EU,2026-01-15,"{""htsNumber"":""2901.10.50"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,4,29011050,2901.10.50,JP,2026-01-15,"{""htsNumber"":""2901.10.50"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,4,29011050,2901.10.50,RU,2026-01-15,"{""htsNumber"":""2901.10.50"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,5,29012100,2901.21.00,CN,2026-01-15,"{""htsNumber"":""2901.21.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,5,29012100,2901.21.00,CA,2026-01-15,"{""htsNumber"":""2901.21.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,5,29012100,2901.21.00,EU,2026-01-15,"{""htsNumber"":""2901.21.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,5,29012100,2901.21.00,JP,2026-01-15,"{""htsNumber"":""2901.21.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,5,29012100,2901.21.00,RU,2026-01-15,"{""htsNumber"":""2901.21.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,6,29012200,2901.22.00,CN,2026-01-15,"{""htsNumber"":""2901.22.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,6,29012200,2901.22.00,CA,2026-01-15,"{""htsNumber"":""2901.22.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,6,29012200,2901.22.00,EU,2026-01-15,"{""htsNumber"":""2901.22.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,6,29012200,2901.22.00,JP,2026-01-15,"{""htsNumber"":""2901.22.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,6,29012200,2901.22.00,RU,2026-01-15,"{""htsNumber"":""2901.22.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,7,29012300,2901.23.00,CN,2026-01-15,"{""htsNumber"":""2901.23.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,7,29012300,2901.23.00,CA,2026-01-15,"{""htsNumber"":""2901.23.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,7,29012300,2901.23.00,EU,2026-01-15,"{""htsNumber"":""2901.23.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,7,29012300,2901.23.00,JP,2026-01-15,"{""htsNumber"":""2901.23.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,7,29012300,2901.23.00,RU,2026-01-15,"{""htsNumber"":""2901.23.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,8,29012410,2901.24.10,CN,2026-01-15,"{""htsNumber"":""2901.24.10"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,8,29012410,2901.24.10,CA,2026-01-15,"{""htsNumber"":""2901.24.10"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,8,29012410,2901.24.10,EU,2026-01-15,"{""htsNumber"":""2901.24.10"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,8,29012410,2901.24.10,JP,2026-01-15,"{""htsNumber"":""2901.24.10"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,8,29012410,2901.24.10,RU,2026-01-15,"{""htsNumber"":""2901.24.10"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,9,29012420,2901.24.20,CN,2026-01-15,"{""htsNumber"":""2901.24.20"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,9,29012420,2901.24.20,CA,2026-01-15,"{""htsNumber"":""2901.24.20"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,9,29012420,2901.24.20,EU,2026-01-15,"{""htsNumber"":""2901.24.20"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,9,29012420,2901.24.20,JP,2026-01-15,"{""htsNumber"":""2901.24.20"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,9,29012420,2901.24.20,RU,2026-01-15,"{""htsNumber"":""2901.24.20"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,10,29012450,2901.24.50,CN,2026-01-15,"{""htsNumber"":""2901.24.50"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,10,29012450,2901.24.50,CA,2026-01-15,"{""htsNumber"":""2901.24.50"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,10,29012450,2901.24.50,EU,2026-01-15,"{""htsNumber"":""2901.24.50"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,10,29012450,2901.24.50,JP,2026-01-15,"{""htsNumber"":""2901.24.50"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,10,29012450,2901.24.50,RU,2026-01-15,"{""htsNumber"":""2901.24.50"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,11,29012910,2901.29.10,CN,2026-01-15,"{""htsNumber"":""2901.29.10"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,11,29012910,2901.29.10,CA,2026-01-15,"{""htsNumber"":""2901.29.10"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,11,29012910,2901.29.10,EU,2026-01-15,"{""htsNumber"":""2901.29.10"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,11,29012910,2901.29.10,JP,2026-01-15,"{""htsNumber"":""2901.29.10"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,11,29012910,2901.29.10,RU,2026-01-15,"{""htsNumber"":""2901.29.10"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,12,29012950,2901.29.50,CN,2026-01-15,"{""htsNumber"":""2901.29.50"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,12,29012950,2901.29.50,CA,2026-01-15,"{""htsNumber"":""2901.29.50"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,12,29012950,2901.29.50,EU,2026-01-15,"{""htsNumber"":""2901.29.50"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,12,29012950,2901.29.50,JP,2026-01-15,"{""htsNumber"":""2901.29.50"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,12,29012950,2901.29.50,RU,2026-01-15,"{""htsNumber"":""2901.29.50"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,13,29021100,2902.11.00,CN,2026-01-15,"{""htsNumber"":""2902.11.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,13,29021100,2902.11.00,CA,2026-01-15,"{""htsNumber"":""2902.11.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,13,29021100,2902.11.00,EU,2026-01-15,"{""htsNumber"":""2902.11.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,13,29021100,2902.11.00,JP,2026-01-15,"{""htsNumber"":""2902.11.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,13,29021100,2902.11.00,RU,2026-01-15,"{""htsNumber"":""2902.11.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,14,29021900,2902.19.00,CN,2026-01-15,"{""htsNumber"":""2902.19.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,14,29021900,2902.19.00,CA,2026-01-15,"{""htsNumber"":""2902.19.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,14,29021900,2902.19.00,EU,2026-01-15,"{""htsNumber"":""2902.19.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,14,29021900,2902.19.00,JP,2026-01-15,"{""htsNumber"":""2902.19.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,14,29021900,2902.19.00,RU,2026-01-15,"{""htsNumber"":""2902.19.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,15,29022000,2902.20.00,CN,2026-01-15,"{""htsNumber"":""2902.20.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,15,29022000,2902.20.00,CA,2026-01-15,"{""htsNumber"":""2902.20.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,15,29022000,2902.20.00,EU,2026-01-15,"{""htsNumber"":""2902.20.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,15,29022000,2902.20.00,JP,2026-01-15,"{""htsNumber"":""2902.20.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,15,29022000,2902.20.00,RU,2026-01-15,"{""htsNumber"":""2902.20.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,16,29023000,2902.30.00,CN,2026-01-15,"{""htsNumber"":""2902.30.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,16,29023000,2902.30.00,CA,2026-01-15,"{""htsNumber"":""2902.30.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,16,29023000,2902.30.00,EU,2026-01-15,"{""htsNumber"":""2902.30.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,16,29023000,2902.30.00,JP,2026-01-15,"{""htsNumber"":""2902.30.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,16,29023000,2902.30.00,RU,2026-01-15,"{""htsNumber"":""2902.30.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,17,29024100,2902.41.00,CN,2026-01-15,"{""htsNumber"":""2902.41.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,17,29024100,2902.41.00,CA,2026-01-15,"{""htsNumber"":""2902.41.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,17,29024100,2902.41.00,EU,2026-01-15,"{""htsNumber"":""2902.41.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,17,29024100,2902.41.00,JP,2026-01-15,"{""htsNumber"":""2902.41.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,17,29024100,2902.41.00,RU,2026-01-15,"{""htsNumber"":""2902.41.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,18,29024200,2902.42.00,CN,2026-01-15,"{""htsNumber"":""2902.42.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,18,29024200,2902.42.00,CA,2026-01-15,"{""htsNumber"":""2902.42.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,18,29024200,2902.42.00,EU,2026-01-15,"{""htsNumber"":""2902.42.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,18,29024200,2902.42.00,JP,2026-01-15,"{""htsNumber"":""2902.42.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,18,29024200,2902.42.00,RU,2026-01-15,"{""htsNumber"":""2902.42.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,19,29024300,2902.43.00,CN,2026-01-15,"{""htsNumber"":""2902.43.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,19,29024300,2902.43.00,CA,2026-01-15,"{""htsNumber"":""2902.43.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,19,29024300,2902.43.00,EU,2026-01-15,"{""htsNumber"":""2902.43.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,19,29024300,2902.43.00,JP,2026-01-15,"{""htsNumber"":""2902.43.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,19,29024300,2902.43.00,RU,2026-01-15,"{""htsNumber"":""2902.43.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,20,29024400,2902.44.00,CN,2026-01-15,"{""htsNumber"":""2902.44.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,20,29024400,2902.44.00,CA,2026-01-15,"{""htsNumber"":""2902.44.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,20,29024400,2902.44.00,EU,2026-01-15,"{""htsNumber"":""2902.44.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,20,29024400,2902.44.00,JP,2026-01-15,"{""htsNumber"":""2902.44.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
29,20,29024400,2902.44.00,RU,2026-01-15,"{""htsNumber"":""2902.44.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,1,30012000,3001.20.00,CN,2026-01-15,"{""htsNumber"":""3001.20.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,1,30012000,3001.20.00,CA,2026-01-15,"{""htsNumber"":""3001.20.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,1,30012000,3001.20.00,EU,2026-01-15,"{""htsNumber"":""3001.20.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,1,30012000,3001.20.00,JP,2026-01-15,"{""htsNumber"":""3001.20.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,1,30012000,3001.20.00,RU,2026-01-15,"{""htsNumber"":""3001.20.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,2,30019001,3001.90.01,CN,2026-01-15,"{""htsNumber"":""3001.90.01"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,2,30019001,3001.90.01,CA,2026-01-15,"{""htsNumber"":""3001.90.01"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,2,30019001,3001.90.01,EU,2026-01-15,"{""htsNumber"":""3001.90.01"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,2,30019001,3001.90.01,JP,2026-01-15,"{""htsNumber"":""3001.90.01"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,2,30019001,3001.90.01,RU,2026-01-15,"{""htsNumber"":""3001.90.01"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,3,30021200,3002.12.00,CN,2026-01-15,"{""htsNumber"":""3002.12.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,3,30021200,3002.12.00,CA,2026-01-15,"{""htsNumber"":""3002.12.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,3,30021200,3002.12.00,EU,2026-01-15,"{""htsNumber"":""3002.12.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,3,30021200,3002.12.00,JP,2026-01-15,"{""htsNumber"":""3002.12.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,3,30021200,3002.12.00,RU,2026-01-15,"{""htsNumber"":""3002.12.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,4,30021300,3002.13.00,CN,2026-01-15,"{""htsNumber"":""3002.13.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,4,30021300,3002.13.00,CA,2026-01-15,"{""htsNumber"":""3002.13.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,4,30021300,3002.13.00,EU,2026-01-15,"{""htsNumber"":""3002.13.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,4,30021300,3002.13.00,JP,2026-01-15,"{""htsNumber"":""3002.13.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,4,30021300,3002.13.00,RU,2026-01-15,"{""htsNumber"":""3002.13.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,5,30021400,3002.14.00,CN,2026-01-15,"{""htsNumber"":""3002.14.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,5,30021400,3002.14.00,CA,2026-01-15,"{""htsNumber"":""3002.14.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,5,30021400,3002.14.00,EU,2026-01-15,"{""htsNumber"":""3002.14.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,5,30021400,3002.14.00,JP,2026-01-15,"{""htsNumber"":""3002.14.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,5,30021400,3002.14.00,RU,2026-01-15,"{""htsNumber"":""3002.14.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,6,30021500,3002.15.00,CN,2026-01-15,"{""htsNumber"":""3002.15.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,6,30021500,3002.15.00,CA,2026-01-15,"{""htsNumber"":""3002.15.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,6,30021500,3002.15.00,EU,2026-01-15,"{""htsNumber"":""3002.15.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,6,30021500,3002.15.00,JP,2026-01-15,"{""htsNumber"":""3002.15.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,6,30021500,3002.15.00,RU,2026-01-15,"{""htsNumber"":""3002.15.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,7,30024100,3002.41.00,CN,2026-01-15,"{""htsNumber"":""3002.41.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,7,30024100,3002.41.00,CA,2026-01-15,"{""htsNumber"":""3002.41.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,7,30024100,3002.41.00,EU,2026-01-15,"{""htsNumber"":""3002.41.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,7,30024100,3002.41.00,JP,2026-01-15,"{""htsNumber"":""3002.41.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,7,30024100,3002.41.00,RU,2026-01-15,"{""htsNumber"":""3002.41.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,8,30024200,3002.42.00,CN,2026-01-15,"{""htsNumber"":""3002.42.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,8,30024200,3002.42.00,CA,2026-01-15,"{""htsNumber"":""3002.42.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,8,30024200,3002.42.00,EU,2026-01-15,"{""htsNumber"":""3002.42.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,8,30024200,3002.42.00,JP,2026-01-15,"{""htsNumber"":""3002.42.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,8,30024200,3002.42.00,RU,2026-01-15,"{""htsNumber"":""3002.42.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,9,30024900,3002.49.00,CN,2026-01-15,"{""htsNumber"":""3002.49.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,9,30024900,3002.49.00,CA,2026-01-15,"{""htsNumber"":""3002.49.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,9,30024900,3002.49.00,EU,2026-01-15,"{""htsNumber"":""3002.49.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,9,30024900,3002.49.00,JP,2026-01-15,"{""htsNumber"":""3002.49.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,9,30024900,3002.49.00,RU,2026-01-15,"{""htsNumber"":""3002.49.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,10,30025100,3002.51.00,CN,2026-01-15,"{""htsNumber"":""3002.51.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,10,30025100,3002.51.00,CA,2026-01-15,"{""htsNumber"":""3002.51.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,10,30025100,3002.51.00,EU,2026-01-15,"{""htsNumber"":""3002.51.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,10,30025100,3002.51.00,JP,2026-01-15,"{""htsNumber"":""3002.51.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,10,30025100,3002.51.00,RU,2026-01-15,"{""htsNumber"":""3002.51.00"",""countryOfOrigin"":""RU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,11,30025900,3002.59.00,CN,2026-01-15,"{""htsNumber"":""3002.59.00"",""countryOfOrigin"":""CN"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,11,30025900,3002.59.00,CA,2026-01-15,"{""htsNumber"":""3002.59.00"",""countryOfOrigin"":""CA"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,11,30025900,3002.59.00,EU,2026-01-15,"{""htsNumber"":""3002.59.00"",""countryOfOrigin"":""EU"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
30,11,30025900,3002.59.00,JP,2026-01-15,"{""htsNumber"":""3002.59.00"",""countryOfOrigin"":""JP"",""entryDate"":""2026-01-15"",""declaredValue"":1000}"
