query_id,canonical_hts_number,canonical_hts_digits,original_description,standardized_description,standardized_query,noise_flags,noise_score,quality_flags,quality_score,eval_eligible
std-10c4be3bed47,4904.00.00.20,4904000020,Songbook containing musical scores,Songbook containing musical scores,songbook containing musical scores,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-f37317c16591,4904.00.00.40,4904000040,Reid Bros Album of 101 Dances - A Unique collection of the most popular British,Reid Bros Album of 101 Dances - A Unique collection of the most popular British,reid bros album of dances a unique collection of the most popular british,,0,no_semantic_overlap,55,
std-23d873d26459,4905.20.00.00,4905200000,MAP,MAP,map,,0,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-a56209cc89d8,4905.20.00.00,4905200000,MAPS,MAPS,maps,,0,low_token_count|weak_catalog_fragment,25,
std-8d931ea136d3,4905.20.00.00,4905200000,"Tobermory Identified Shipwreck Scuba Dive Chart Poster 1976 Vintage 17"" x 23""","Tobermory Identified Shipwreck Scuba Dive Chart Poster 1976 Vintage 17"" x 23""",tobermory identified shipwreck scuba dive chart poster vintage x,,0,no_semantic_overlap,55,
std-9be0696420f2,4905.90.20.00,4905902000,Vintage globe,Vintage globe,vintage globe,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-69d4323b05d4,4906.00.00.00,4906000000,Sweet Sixteen Bralette Pattern Collection,Sweet Sixteen Bralette Pattern Collection,sweet sixteen bralette pattern collection,html|options,2,no_semantic_overlap,55,
std-a8d7b857c36e,4907.00.00.00,4907000000,Car Ownership,Car Ownership,car ownership,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-0cd98267db4b,4907.00.00.00,4907000000,Cheques,Cheques,cheques,,0,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-cbb4a297de68,4907.00.00.00,4907000000,collectible banknote,collectible banknote,collectible banknote,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-5861f6862adf,4907.00.00.00,4907000000,collector currency,collector currency,collector currency,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-fabd122dc726,4907.00.00.00,4907000000,1954 DF $1.00 BC-29a,1954 DF $1.00 BC-29a,df bc 29a,,0,model_number|no_semantic_overlap|weak_catalog_fragment,0,
std-1960d68b414b,4907.00.00.00,4907000000,Document,Document,document,,0,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-d33192af6933,4907.00.00.00,4907000000,Lot of 10 Notes,Lot of 10 Notes,lot of notes,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-0d5a807c846a,4907.00.00.00,4907000000,Note,Note,note,,0,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-4cdb67c510c3,4907.00.00.00,4907000000,Numismatic Item / old collectable Banknote,Numismatic Item / old collectable Banknote,numismatic item old collectable banknote,html|options,2,no_semantic_overlap,55,
std-b01d37cb2dda,4907.00.00.00,4907000000,numismatic items,numismatic items,numismatic items,html|options,2,no_semantic_overlap|weak_catalog_fragment,25,
std-3daa91f5e189,4907.00.00.00,4907000000,Ticket Stubs,Ticket Stubs,ticket stubs,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-51b91f5a0915,4908.10.00.00,4908100000,acrylic charm,acrylic charm,acrylic charm,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-492ee7f928b3,4908.10.00.00,4908100000,Baby On Board Car Decal,Baby On Board Car Decal,baby on board car decal,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-89b54869b7dc,4908.10.00.00,4908100000,Bumper Sticker,Bumper Sticker,bumper sticker,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-1b392e99a4c2,4908.10.00.00,4908100000,Chandelure Evolution Sticker | Glossy Waterproof Laptop Waterbottle Die Cut Sticker,Chandelure Evolution Sticker | Glossy Waterproof Laptop Waterbottle Die Cut Sticker,chandelure evolution sticker glossy waterproof laptop waterbottle die cut sticker,options,1,no_semantic_overlap,55,
std-bd82289fc03c,4908.10.00.00,4908100000,Cheese Sticker - 2 / No,Cheese Sticker - 2 / No,cheese sticker no,options,1,no_semantic_overlap|weak_catalog_fragment,25,
std-263bc0f33828,4908.10.00.00,4908100000,"Corporate Slave Sticker - Funny Office Vinyl Sticker - Waterproof Laptop Decal for Coworkers - 2.6"" Sarcastic Work Meme","Corporate Slave Sticker - Funny Office Vinyl Sticker - Waterproof Laptop Decal for Coworkers - 2.6"" Sarcastic Work Meme",corporate slave sticker funny office vinyl sticker waterproof laptop decal for coworkers sarcastic work meme,,0,no_semantic_overlap,55,
std-d67c320108a7,4908.10.00.00,4908100000,"Custom Vinyl Decals - Custom Vinyl Stickers, Personalized Vinyl Decal, Car Decal, Business Decals, Custom Logo Decal - Any Text/Image/Logo","Custom Vinyl Decals - Custom Vinyl Stickers, Personalized Vinyl Decal, Car Decal, Business Decals, Custom Logo Decal - Any Text / Image / Logo","custom vinyl decals custom vinyl stickers, personalized vinyl decal, car decal, business decals, custom logo decal any text image logo",html|options,2,no_semantic_overlap,55,
std-ab47fc4b131f,4908.10.00.00,4908100000,D Class Performance Index - 500 (2 Pack),D Class Performance Index - 500 (2 Pack),d class performance index pack,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-2a85d2d5cbde,4908.10.00.00,4908100000,Decal,Decal,decal,,0,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-5b9517554da6,4908.10.00.00,4908100000,FBDFWT002 Furball Aero-Design 1:48 Grumman F-14A Tomcat Green Windscreen Tint,FBDFWT002 Furball Aero-Design 1:48 Grumman F-14A Tomcat Green Windscreen Tint,fbdfwt002 furball aero design grumman f 14a tomcat green windscreen tint,,0,model_number|no_semantic_overlap,30,
std-06c6122917d8,4908.10.00.00,4908100000,Flaming Eagle Vinyl Decal,Flaming Eagle Vinyl Decal,flaming eagle vinyl decal,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-0bec3c0da3a4,4908.10.00.00,4908100000,Gengar Evolution Sticker | Glossy Waterproof Laptop Waterbottle Die Cut Sticker,Gengar Evolution Sticker | Glossy Waterproof Laptop Waterbottle Die Cut Sticker,gengar evolution sticker glossy waterproof laptop waterbottle die cut sticker,options,1,no_semantic_overlap,55,
std-5dbacaa3a52f,4908.10.00.00,4908100000,gold vinyl decal shaoes,gold vinyl decal shaoes,gold vinyl decal shaoes,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-8f9c17e8c279,4908.10.00.00,4908100000,gold vinyl decal shapes,gold vinyl decal shapes,gold vinyl decal shapes,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-9b014fed2592,4908.10.00.00,4908100000,Greeting card,Greeting card,greeting card,,0,no_semantic_overlap,55,
std-ef08624ffe92,4908.10.00.00,4908100000,Hokus Pocus Petite Transfer - Welcome To My Village,Hokus Pocus Petite Transfer - Welcome To My Village,hokus pocus petite transfer welcome to my village,,0,no_semantic_overlap,55,
std-7b00ff991f08,4908.10.00.00,4908100000,"Hokus Pokus Petite Transfer - Garden Tweets - 3 Sheets; rub on transfer with birds, butterflies, yellow and blue flowers.","Hokus Pokus Petite Transfer - Garden Tweets - 3 Sheets; rub on transfer with birds, butterflies, yellow and blue flowers.","hokus pokus petite transfer garden tweets sheets rub on transfer with birds, butterflies, yellow and blue flowers",,0,no_semantic_overlap,55,
std-c9533836078d,4908.10.00.00,4908100000,"Hokus Pokus Transfer - Marvelous Gardens Furniture Transfer, Landscape Size; a medley of floral greens, butterflies & flowers.","Hokus Pokus Transfer - Marvelous Gardens Furniture Transfer, Landscape Size; a medley of floral greens, butterflies & flowers.","hokus pokus transfer marvelous gardens furniture transfer, landscape size a medley of floral greens, butterflies and flowers",,0,no_semantic_overlap,55,
std-c9a497711312,4908.10.00.00,4908100000,I'm Busy Doing Nothing Sticker,I'm Busy Doing Nothing Sticker,i'm busy doing nothing sticker,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-7737f02ac23b,4908.10.00.00,4908100000,"Indian Chief Vinyl Decal, Window Decal, Car Decal","Indian Chief Vinyl Decal, Window Decal, Car Decal","indian chief vinyl decal, window decal, car decal",,0,no_semantic_overlap,55,
std-47075d8ed160,4908.10.00.00,4908100000,IQM48016 Iroquois Models 1:48 Avro-Canada CF-105 Avro Arrow Intake FOD guards,IQM48016 Iroquois Models 1:48 Avro-Canada CF-105 Avro Arrow Intake FOD guards,iqm48016 iroquois models avro canada cf avro arrow intake fod guards,,0,model_number|no_semantic_overlap,30,
std-ca1df6a09a1a,4908.10.00.00,4908100000,iron on sticker,iron on sticker,iron on sticker,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-7981a8dfca11,4908.10.00.00,4908100000,"Iroquois Decal, Wampum Vinyl Decal","Iroquois Decal, Wampum Vinyl Decal","iroquois decal, wampum vinyl decal",,0,no_semantic_overlap,55,
std-6d85e1da0919,4908.10.00.00,4908100000,Jeff the Shark Stickers | Rivals Glossy Waterproof Laptop Die Cut Sticker,Jeff the Shark Stickers | Rivals Glossy Waterproof Laptop Die Cut Sticker,jeff the shark stickers rivals glossy waterproof laptop die cut sticker,options,1,no_semantic_overlap,55,
std-4a6db9a7d140,4908.10.00.00,4908100000,Medicine Wheel UV DTF Sticker,Medicine Wheel UV DTF Sticker,medicine wheel uv dtf sticker,html|options,2,no_semantic_overlap,55,
std-4bf1e6ef15c2,4908.10.00.00,4908100000,Minibike Parts/ used,Minibike Parts / used,minibike parts,options,1,no_semantic_overlap|weak_catalog_fragment,25,
std-7ae6567956ce,4908.10.00.00,4908100000,motorcycle decal set,motorcycle decal set,motorcycle decal set,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-e69de7bb5d67,4908.10.00.00,4908100000,"Oracal 651 Cut vinyl decal, not printed, with transfer tape","Oracal 651 Cut vinyl decal, not printed, with transfer tape","oracal cut vinyl decal, not printed, with transfer tape",,0,no_semantic_overlap,55,
std-aae8a112bc30,4908.10.00.00,4908100000,"10-Pack Vinyl Decal Numbers, Numbers 0-9, Sizes 1""-6"" Inches, Adhesive Vinyl for Cars, Mailboxes, Helmet Decals, House Address Numbers","10-Pack Vinyl Decal Numbers, Numbers 0-9, Sizes 1""-6"" Inches, Adhesive Vinyl for Cars, Mailboxes, Helmet Decals, House Address Numbers","pack vinyl decal numbers, numbers 9, sizes inches, adhesive vinyl for cars, mailboxes, helmet decals, house address numbers",,0,model_number|no_semantic_overlap,30,
std-0b5386fa1dd6,4908.10.00.00,4908100000,"Reflective Iroquois Decal, Wampum Vinyl Decal","Reflective Iroquois Decal, Wampum Vinyl Decal","reflective iroquois decal, wampum vinyl decal",,0,no_semantic_overlap,55,
std-a36e6a984bcc,4908.10.00.00,4908100000,Skill Issue Decal - White / 2,Skill Issue Decal - White / 2,skill issue decal white,options,1,no_semantic_overlap|weak_catalog_fragment,25,
std-3d1271ecbed0,4908.10.00.00,4908100000,speedometer cable,speedometer cable,speedometer cable,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-9299fadbbdf7,4908.10.00.00,4908100000,Stormtrooper Sticker | Glossy Waterproof Laptop Die Cut Sticker,Stormtrooper Sticker | Glossy Waterproof Laptop Die Cut Sticker,stormtrooper sticker glossy waterproof laptop die cut sticker,options,1,no_semantic_overlap,55,
std-b22ed075edf6,4908.10.00.00,4908100000,The Stranger Sticker | Glossy Waterproof Laptop Die Cut Sticker,The Stranger Sticker | Glossy Waterproof Laptop Die Cut Sticker,stranger sticker glossy waterproof laptop die cut sticker,options,1,no_semantic_overlap,55,
std-718a06ed7af5,4908.10.00.00,4908100000,vinyl cut decal,vinyl cut decal,vinyl cut decal,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-527a9bdfa760,4908.10.00.00,4908100000,Vinyl Decal,Vinyl Decal,vinyl decal,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-e70cb3bfc9fd,4908.10.00.00,4908100000,VINYL DECALS,VINYL DECALS,vinyl decals,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-b2a228e99163,4908.10.00.00,4908100000,VINYL DECALS BLACK,VINYL DECALS BLACK,vinyl decals black,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-1c68a9698312,4908.10.00.00,4908100000,VINYL NAME DECAL,VINYL NAME DECAL,vinyl name decal,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-d593225eece8,4908.10.00.00,4908100000,VINYL NAME DECALS,VINYL NAME DECALS,vinyl name decals,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-6a1fcaabfd5e,4908.10.00.00,4908100000,vinyl stickers,vinyl stickers,vinyl stickers,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-d193eccc1d51,4908.90.00.00,4908900000,221B Baker Street Sticker: Sherlock Holmes Waterproof Vinyl Decal,221B Baker Street Sticker: Sherlock Holmes Waterproof Vinyl Decal,221b baker street sticker sherlock holmes waterproof vinyl decal,,0,model_number|no_semantic_overlap,30,
std-35136913d029,4908.90.00.00,4908900000,adhesive decal - sticker,adhesive decal - sticker,adhesive decal sticker,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-1c3e765d3645,4908.90.00.00,4908900000,Aespa Holographic stickers,Aespa Holographic stickers,aespa holographic stickers,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-c1d97f1d4ea6,4908.90.00.00,4908900000,"Army Lightstick New v4 Skin, Rhinestone Lightstick Wrap","Army Lightstick New v4 Skin, Rhinestone Lightstick Wrap","army lightstick new v4 skin, rhinestone lightstick wrap",,0,model_number|no_semantic_overlap,30,
std-867d43d0fa12,4908.90.00.00,4908900000,Baseball Nail Decals,Baseball Nail Decals,baseball nail decals,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-be81751ea1e9,4908.90.00.00,4908900000,Belly Milestone Temporary Tattoos for Pregnancy Announcement,Belly Milestone Temporary Tattoos for Pregnancy Announcement,belly milestone temporary tattoos for pregnancy announcement,,0,no_semantic_overlap,55,
std-1ac9a2e0a5a1,4908.90.00.00,4908900000,Black Iron On Decal,Black Iron On Decal,black iron on decal,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-ace0488d07e7,4908.90.00.00,4908900000,Blue Iron On Decals,Blue Iron On Decals,blue iron on decals,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-6e764e8769d3,4908.90.00.00,4908900000,Bread Obsessed Sticker,Bread Obsessed Sticker,bread obsessed sticker,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-351db90c65b9,4908.90.00.00,4908900000,"BTS Army Bomb New v4 Skin, Black Glitter Vinyl Wrap, Scratch-Resistant Decal","BTS Army Bomb New v4 Skin, Black Glitter Vinyl Wrap, Scratch-Resistant Decal","bts army bomb new v4 skin, black glitter vinyl wrap, scratch resistant decal",,0,model_number|no_semantic_overlap,30,
std-7dae4b214d84,4908.90.00.00,4908900000,"BTS Army Bomb New v4 Skin, Black Rhinestone Lightstick Wrap","BTS Army Bomb New v4 Skin, Black Rhinestone Lightstick Wrap","bts army bomb new v4 skin, black rhinestone lightstick wrap",,0,model_number|no_semantic_overlap,30,
std-e0bef74b87d1,4908.90.00.00,4908900000,"BTS Army Bomb new v4 Skin, Metallic Purple Vinyl Decal, Scratch-Resistant Wrap","BTS Army Bomb new v4 Skin, Metallic Purple Vinyl Decal, Scratch-Resistant Wrap","bts army bomb new v4 skin, metallic purple vinyl decal, scratch resistant wrap",,0,model_number|no_semantic_overlap,30,
std-d48187b8f21b,4908.90.00.00,4908900000,"BTS Army Bomb New v4 Skin, Purple Glitter Vinyl Wrap, Scratch-Resistant Decal","BTS Army Bomb New v4 Skin, Purple Glitter Vinyl Wrap, Scratch-Resistant Decal","bts army bomb new v4 skin, purple glitter vinyl wrap, scratch resistant decal",,0,model_number|no_semantic_overlap,30,
std-7e02439c3c1f,4908.90.00.00,4908900000,"BTS Army Bomb New v4 Skin, Purple Rhinestone Lightstick Wrap","BTS Army Bomb New v4 Skin, Purple Rhinestone Lightstick Wrap","bts army bomb new v4 skin, purple rhinestone lightstick wrap",,0,model_number|no_semantic_overlap,30,
std-5591c329e9d1,4908.90.00.00,4908900000,Bumble Bee and Hive Nail Decals,Bumble Bee and Hive Nail Decals,bumble bee and hive nail decals,,0,no_semantic_overlap,55,
std-aa9b5ac1c563,4908.90.00.00,4908900000,Calvin and Hobbes Cartoon Sticker Set,Calvin and Hobbes Cartoon Sticker Set,calvin and hobbes cartoon sticker set,,0,no_semantic_overlap,55,
std-68c452fea5c8,4908.90.00.00,4908900000,Calvin and Hobbes Cartoon Stickers: Nostalgic Comic Decal Set,Calvin and Hobbes Cartoon Stickers: Nostalgic Comic Decal Set,calvin and hobbes cartoon stickers nostalgic comic decal set,,0,no_semantic_overlap,55,
std-18d92c2ecfd1,4908.90.00.00,4908900000,"Calvin and Hobbes Dancing Decal | Fun Cartoon Sticker for Car, Laptop, Mug & More","Calvin and Hobbes Dancing Decal | Fun Cartoon Sticker for Car, Laptop, Mug & More","calvin and hobbes dancing decal fun cartoon sticker for car, laptop, mug and more",options,1,no_semantic_overlap,55,
std-63255e2b1ac8,4908.90.00.00,4908900000,"Calvin and Hobbes ""Do Your Worst!"" Sticker | Bill Watterson Comic Decal","Calvin and Hobbes ""Do Your Worst!"" Sticker | Bill Watterson Comic Decal",calvin and hobbes do your worst sticker bill watterson comic decal,options,1,no_semantic_overlap,55,
std-7d4c5811d0cd,4908.90.00.00,4908900000,Calvin and Hobbes Hugging Sticker,Calvin and Hobbes Hugging Sticker,calvin and hobbes hugging sticker,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-c52492b6c248,4908.90.00.00,4908900000,"Calvin and Hobbes Sticker: ""I Got You Hobbes"" Decal","Calvin and Hobbes Sticker: ""I Got You Hobbes"" Decal",calvin and hobbes sticker i got you hobbes decal,,0,no_semantic_overlap,55,
std-506697bf4b2f,4908.90.00.00,4908900000,Car decal,Car decal,car decal,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-9a77b61c25e8,4908.90.00.00,4908900000,Cat car vinyl decal,Cat car vinyl decal,cat car vinyl decal,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-2c1aee57baf3,4908.90.00.00,4908900000,Cat thumbs up vinyl decal,Cat thumbs up vinyl decal,cat thumbs up vinyl decal,,0,no_semantic_overlap,55,
std-b6a890931afc,4908.90.00.00,4908900000,Cat vinyl decal,Cat vinyl decal,cat vinyl decal,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-d70de5e9a658,4908.90.00.00,4908900000,Charles Leclerc Vinyl Sticker Sheet,Charles Leclerc Vinyl Sticker Sheet,charles leclerc vinyl sticker sheet,,0,no_semantic_overlap,55,
std-cb0a4d1fcb23,4908.90.00.00,4908900000,CLEAR Hobbit Hole Vinyl Sticker | Hand Painted | Waterproof | Book Lover Gift | Laptop | Bookish | Waterbottle | The Shire | Cozy Home,CLEAR Hobbit Hole Vinyl Sticker | Hand Painted | Waterproof | Book Lover Gift | Laptop | Bookish | Waterbottle | The Shire | Cozy Home,clear hobbit hole vinyl sticker hand painted waterproof book lover gift laptop bookish waterbottle the shire cozy home,html|options,2,no_semantic_overlap,55,
std-9e72156840c3,4908.90.00.00,4908900000,Clear Sticker Sheets,Clear Sticker Sheets,clear sticker sheets,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-7bc48b4b4dab,4908.90.00.00,4908900000,Clear Vinyl Sticker,Clear Vinyl Sticker,clear vinyl sticker,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-199d863e7a8e,4908.90.00.00,4908900000,Cloud vinyl decal stickers,Cloud vinyl decal stickers,cloud vinyl decal stickers,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-cf771b83b75a,4908.90.00.00,4908900000,Color In Temporary Tattoo Set of 3 | Floral Tattoos | Canadian | Blooming Galaxy,Color In Temporary Tattoo Set of 3 | Floral Tattoos | Canadian | Blooming Galaxy,color in temporary tattoo floral tattoos canadian blooming galaxy,options,1,no_semantic_overlap,55,
std-9f09744d9da7,4908.90.00.00,4908900000,Color In Temporary Tattoo Set of 3 | Foodie | Canadian | The Cutie Foodie,Color In Temporary Tattoo Set of 3 | Foodie | Canadian | The Cutie Foodie,color in temporary tattoo foodie canadian the cutie foodie,options,1,no_semantic_overlap,55,
std-e09027d72390,4908.90.00.00,4908900000,Color In Temporary Tattoo Set of 3 | Galaxy Tattoos | Canadian | The World Beyond,Color In Temporary Tattoo Set of 3 | Galaxy Tattoos | Canadian | The World Beyond,color in temporary tattoo galaxy tattoos canadian the world beyond,options,1,no_semantic_overlap,55,
std-bfbb068050b5,4908.90.00.00,4908900000,Color In Temporary Tattoo | Guardian Tattoos | Canadian | Moonbound Protector,Color In Temporary Tattoo | Guardian Tattoos | Canadian | Moonbound Protector,color in temporary tattoo guardian tattoos canadian moonbound protector,options,1,no_semantic_overlap,55,
std-0e557bf99462,4908.90.00.00,4908900000,Color In Temporary Tattoo Set of 3 | Medium | Canadian | Bloom Through It,Color In Temporary Tattoo Set of 3 | Medium | Canadian | Bloom Through It,color in temporary tattoo medium canadian bloom through it,options,1,no_semantic_overlap,55,
std-43d40e782ecd,4908.90.00.00,4908900000,Color In Temporary Tattoo Set of 3 | Medium | Canadian | Bugged Out,Color In Temporary Tattoo Set of 3 | Medium | Canadian | Bugged Out,color in temporary tattoo medium canadian bugged out,options,1,no_semantic_overlap,55,
std-86fd8457e046,4908.90.00.00,4908900000,Color In Temporary Tattoo Set of 3 | Medium | Canadian | Crystal Current,Color In Temporary Tattoo Set of 3 | Medium | Canadian | Crystal Current,color in temporary tattoo medium canadian crystal current,options,1,no_semantic_overlap,55,
std-bc2de3a9ba31,4908.90.00.00,4908900000,Color In Temporary Tattoo | Medium | Canadian | Moon Moth,Color In Temporary Tattoo | Medium | Canadian | Moon Moth,color in temporary tattoo medium canadian moon moth,options,1,no_semantic_overlap,55,
std-4a25b5866042,4908.90.00.00,4908900000,Color In Temporary Tattoo | Medium | Canadian | Moonlit Tides,Color In Temporary Tattoo | Medium | Canadian | Moonlit Tides,color in temporary tattoo medium canadian moonlit tides,options,1,no_semantic_overlap,55,
std-18aa2118a9a8,4908.90.00.00,4908900000,Color In Temporary Tattoo | Medium | Canadian | Sleeping Witch,Color In Temporary Tattoo | Medium | Canadian | Sleeping Witch,color in temporary tattoo medium canadian sleeping witch,options,1,no_semantic_overlap,55,
std-c0220af52861,4908.90.00.00,4908900000,Color In Temporary Tattoo Set of 3 | Moon Tattoos | Canadian | A Queen and her Princess,Color In Temporary Tattoo Set of 3 | Moon Tattoos | Canadian | A Queen and her Princess,color in temporary tattoo moon tattoos canadian a queen and her princess,options,1,no_semantic_overlap,55,
std-c59a2a7917d5,4908.90.00.00,4908900000,Color In Temporary Tattoo Set of 3 | Moth Tattoos | Canadian | Moonlight Dancing,Color In Temporary Tattoo Set of 3 | Moth Tattoos | Canadian | Moonlight Dancing,color in temporary tattoo moth tattoos canadian moonlight dancing,options,1,no_semantic_overlap,55,
std-519f670ac61f,4908.90.00.00,4908900000,Color In Temporary Tattoo Set of 3 | Witch Tattoos | Canadian | Spell Casting,Color In Temporary Tattoo Set of 3 | Witch Tattoos | Canadian | Spell Casting,color in temporary tattoo witch tattoos canadian spell casting,options,1,no_semantic_overlap,55,
std-8f710393d775,4908.90.00.00,4908900000,Color In Temporary Tattoo Set of 3 | Woodland Tattoos | Canadian | Twilight Keeper,Color In Temporary Tattoo Set of 3 | Woodland Tattoos | Canadian | Twilight Keeper,color in temporary tattoo woodland tattoos canadian twilight keeper,options,1,no_semantic_overlap,55,
std-c27c97339953,4908.90.00.00,4908900000,Color In Temporary Tattoos Set of 3 | Mushroom | Canadian | Magic in the Air,Color In Temporary Tattoos Set of 3 | Mushroom | Canadian | Magic in the Air,color in temporary tattoos mushroom canadian magic in the air,options,1,no_semantic_overlap,55,
std-f7d022075cd3,4908.90.00.00,4908900000,Confused duck vinyl decal,Confused duck vinyl decal,confused duck vinyl decal,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-149df0a270ad,4908.90.00.00,4908900000,Couch Potato Sticker,Couch Potato Sticker,couch potato sticker,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-0b177e5d417f,4908.90.00.00,4908900000,Crayon Shin Chan Hi Peeking vinyl decal,Crayon Shin Chan Hi Peeking vinyl decal,crayon shin chan hi peeking vinyl decal,,0,no_semantic_overlap,55,
std-42c76e678dd7,4908.90.00.00,4908900000,Crayon Shin Chan Peeking vinyl decal,Crayon Shin Chan Peeking vinyl decal,crayon shin chan peeking vinyl decal,,0,no_semantic_overlap,55,
std-662747e320ff,4908.90.00.00,4908900000,Custom drawing printed on sticker paper,Custom drawing printed on sticker paper,custom drawing printed on sticker paper,html|options,2,no_semantic_overlap,55,
std-039283e67d1e,4908.90.00.00,4908900000,Custom Made Printed Vinyl Sticker Decal,Custom Made Printed Vinyl Sticker Decal,custom made printed vinyl sticker decal,html|options,2,no_semantic_overlap,55,
std-b0cc9a99189f,4908.90.00.00,4908900000,Custom Nail Decals,Custom Nail Decals,custom nail decals,html|options,2,no_semantic_overlap|weak_catalog_fragment,25,
std-f3aba6f7e6f4,4908.90.00.00,4908900000,custom print sticker,custom print sticker,custom print sticker,html|options,2,no_semantic_overlap|weak_catalog_fragment,25,
std-d9fb975c726d,4908.90.00.00,4908900000,Custom Water slide Nail Decals,Custom Water slide Nail Decals,custom water slide nail decals,html|options,2,no_semantic_overlap,55,
std-8522c31ec489,4908.90.00.00,4908900000,"Custom Waterproof Temporary Tattoo - Create Your Own Tattoo with Photo | Perfect for Bachelorette Party, Birthday, Wedding, Baby Shower","Custom Waterproof Temporary Tattoo - Create Your Own Tattoo with Photo | Perfect for Bachelorette Party, Birthday, Wedding, Baby Shower","custom waterproof temporary tattoo create your own tattoo with photo perfect for bachelorette party, birthday, wedding, baby shower",html|options,2,no_semantic_overlap,55,
std-c9f05af21b20,4908.90.00.00,4908900000,6 in 1 Daily Routine Stamps | Activity Icon Planner Bullet Journal Habit Tracker,6 in 1 Daily Routine Stamps | Activity Icon Planner Bullet Journal Habit Tracker,daily routine stamps activity icon planner bullet journal habit tracker,options,1,no_semantic_overlap,55,
std-d883f1485bb3,4908.90.00.00,4908900000,Decal,Decal,decal,,0,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-e7c8fcf92ff4,4908.90.00.00,4908900000,"DECAL RECUT: Medium to Large Size (unfoldable, must ship in tube parcel mail with tracking)","DECAL RECUT: Medium to Large Size (unfoldable, must ship in tube parcel mail with tracking)","decal recut medium to large size unfoldable, must ship in tube parcel mail with tracking",html|options,2,no_semantic_overlap,55,
std-9480c2550155,4908.90.00.00,4908900000,Delivery Service Vinyl Sticker Set - Big Catch!,Delivery Service Vinyl Sticker Set - Big Catch!,delivery service vinyl sticker set big catch,,0,no_semantic_overlap,55,
std-fe33e316a610,4908.90.00.00,4908900000,Delivery Service Vinyl Sticker Set - Small Catch!,Delivery Service Vinyl Sticker Set - Small Catch!,delivery service vinyl sticker set small catch,,0,no_semantic_overlap,55,
std-7019e110cc0a,4908.90.00.00,4908900000,Die Cut Waterproof Vinyl Sticker Sheet,Die Cut Waterproof Vinyl Sticker Sheet,die cut waterproof vinyl sticker sheet,,0,no_semantic_overlap,55,
std-e0c52ebe368f,4908.90.00.00,4908900000,"DINOSAUR CHRISTMAS Collection Gift Tag STICKERS, Christmas Gifting Labels","DINOSAUR CHRISTMAS Collection Gift Tag STICKERS, Christmas Gifting Labels","dinosaur christmas collection gift tag stickers, christmas gifting labels",html|options,2,no_semantic_overlap,55,
std-5431f73e90a6,4908.90.00.00,4908900000,Dinosaur footprint vinyl decal stickers,Dinosaur footprint vinyl decal stickers,dinosaur footprint vinyl decal stickers,,0,no_semantic_overlap,55,
std-d7f6108d04a8,4908.90.00.00,4908900000,Dog on fire meme vinyl decal,Dog on fire meme vinyl decal,dog on fire meme vinyl decal,,0,no_semantic_overlap,55,
